Fall-Liste Versammlungen (aktueller Monat),Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
rot und kursiv markiert = Versammlung wurde abgesagt,,,,,,,,
,,,,,,,,
Bescheid ausgelaufen,,,,,,,,
,,,,,,,,
Datum,Beginn,Ende,Örtlichkeit (ink. AKG + SKG),Stationär / sfV,Organisation,Thema,TN-Zahl,Eingangs-datum
2023-04-29 00:00:00,14.00,ca. 16.00,Theresienwiese bis Willy-Brandt-Platz,sfV,,"Frieden schaffen ohne Waffen, Erhalt des Bargelds, Keine zwangsfinanzierte Medienpropaganda","ca. 50 Personen, ca. 25 Kfz",
2023-04-29 00:00:00,11.00,16.00,Mariahilfplatz,stationär,München den Menschen e.V.,Unterschriften sammeln für das Bürgerbegehren Hochhaus STOP,2,20.04.2023
2023-04-29 00:00:00,15.00,18.00,Marienplatz,stationär,,Demonstrieren gegen den Krieg im Sudan,70-120,24.04.2023
2023-04-29 00:00:00,09.00,12.30,Marienplatz,stationär,,Fashion Revolution Week 2023,10-15,25.04.2023
2023-04-29 00:00:00,14.00,18.00,Bunzlauer Pl.,stationär,,"Christenverfolgung, christliche Werte",5-10,01.02.2023
2023-04-30 00:00:00,10.00,19.00,Schützenstraße 1 beim Pini-Haus,stationär,,Gemeinsam den Faschismus besiegen - Unterstützung für die HDP bei den Wahlen in der Türkei,5,30.03.2023
2023-04-30 00:00:00,15:00,16:30:00,Frauenplatz,stationär,Diözesanes Neokatechumenales Zentrum e.V.,"""Im Bewusstsein seiner Verantwortung vor Gott und den Menschen …"", Christliche Botschaft als Antwort auf gesellschaftliche und politische Fragen der heutigen Zeit. Die Antwort ist der auferstandene Jesus Christus.",200,2023-04-18 00:00:00
2023-04-30 00:00:00,13.00,18.00,Max-Joseph-Platz,stationär,,"UNO will möglicherweise den Taliban Regime anerkennen, wir dagegen demonstrieren",200-500,27.04.2023
2023-05-01 00:00:00,12.15,14.00,Marienplatz - Wittelsbacherplatz,sfv,,1. Mai - Internationaler Kampftag der Arbeiterklasse,200,2021-05-14 00:00:00
2023-05-01 00:00:00,10.00,15.00,Rindermarkt,stationär,,1. Mai – Kampftag der internationalen Arbeiterinnen*klasse,100,2021-05-01 00:00:00
2023-05-01 00:00:00,09.30,12.15,Kapuzinerstr bis mpl,sfv,DGB,"1. Mai Tag der Arbeit gegen Rassismus, gegen Antisemithismus, gegen Verschwörungstheorien",noch offen,2022-12-15 00:00:00
2023-05-01 00:00:00,13.00,16.30,Rindermarkt bis Rindermarkt,sfv,,"Krieg, Krise, Klima Kollaps - Klassenkampf gegen die herrschende Politik! Heraus zum 1. Mai!",600,24.03.2023
2023-05-01 00:00:00,18.00,19.00,Aufseßer Platz,stationär,isarlust e.V.,Kulturlieferdienst,100,22.03.2023
2023-05-01 00:00:00,10.00,19.00,Schützenstraße 1 beim Pini-Haus,stationär,,Gemeinsam den Faschismus besiegen - Unterstützung für die HDP bei den Wahlen in der Türkei,5,30.03.2023
2023-05-01 00:00:00,13.00,15.00,Max-Joseph-Platz,stationär,,1. Mai Tag der Arbeit,10,06.04.2023
2023-05-01 00:00:00,18.00,20.15,Münchner Freiheit zwischen Forum und Spielplatz bis Professor-Huber-Platz,sfv,,Spaziergang für den Frieden,15,11.04.2023
2023-05-01 00:00:00,11.30,13.00,Goetheplatz,stationär,Freie Arbeiter*innen Union München,1. Mai internationaler Tag der Arbeiter*innen,50,12.04.2023
2023-05-02 00:00:00,10.00,19.00,Schützenstraße 1 beim Pini-Haus,stationär,,Gemeinsam den Faschismus besiegen - Unterstützung für die HDP bei den Wahlen in der Türkei,5,30.03.2023
2023-05-02 00:00:00,18.15,20.15,Karlsplatz am Tor,stationär,,Activists for the Victims,10-25,26.04.2023
2023-05-03 00:00:00,09:30,11:00,Nymphenburger Str. 16,stationär,,"Solidarität bekunden mit den Angeklagte*, die nach einer Aktion der Scientists Rebellion einen Prozess vor dem Amtsgericht München haben. Klimaschützen ist kein Verbrechen",20,19.04.2023
2023-05-03 00:00:00,18.00,22.00,Odeonsplatz - Odeonsplatz,sfv,München steht auf.de,"Für Frieden - kein Krieg, gewählte Freie unabhängige Medien, Wiederherstellung des Grundgesetzes auf den Stand vor der Pandemie Freie Impfentscheidung, keine Digutale Kontrolle ála China,",500,16.03.2023
2023-05-03 00:00:00,17.00,18.00,Dresdnerstraße,stationär,isarlust e.V.,Kulturlieferdienst,100,15.03.2023
2023-05-03 00:00:00,10.00,19.00,Schützenstraße 1 beim Pini-Haus,stationär,,Gemeinsam den Faschismus besiegen - Unterstützung für die HDP bei den Wahlen in der Türkei,5,30.03.2023
2023-05-03 00:00:00,19.30,20.30,Karlsplatz/Stachus,stationär,,Die aktuelle Situation in Palästina,5,17.04.2023
2023-05-04 00:00:00,17:30,19:00,Marienplatz,stationär,,KlimatreffPunkt der Parents for Future,10-20,2023-04-16 00:00:00
2023-05-04 00:00:00,10.00,19.00,Schützenstraße 1 beim Pini-Haus,stationär,,Gemeinsam den Faschismus besiegen - Unterstützung für die HDP bei den Wahlen in der Türkei,5,30.03.2023
2023-05-04 00:00:00,18.00,19.00,Hopfenstraße,stationär,,Leuchtturm ARD,5-15,24.04.2023
2023-05-04 00:00:00,16.00,17.00,Leopoldstraße 36,stationär,,Protest gegen die Munich Re und ihre Investitionen in fossile Energien,15,25.04.2023
2023-05-04 00:00:00,18.00,19.00,Paul-Heyse-Straße 2-4 (Münchner Merkur),stationär,,Mahnwache für Multipolare Ausgewogene Staatsferne Medien,2-20,02.05.2023
2023-05-04 00:00:00,10.00,12.00,Europaplatz,stationär,,"Kriegsverbrechen Russlands gegen die Ukraien stoppen, Russland stoppen, den Krieg beenden.",10,02.05.2023
2023-05-04 00:00:00,16.00,19.00,Reiterdenkmal,stationär,,"Diese Versammlung ist eine Demonstration gegen die Israelischre Regierung, und die undemokratischen Aktionen, die sie verfahrt.",10,02.05.2023
2023-05-05 00:00:00,12.45,15.45,"Kistlerhofstr. 60, ggü. Chin. Generalkonsulat",stationär,,"Beendigung der 21 Jahre Folter, Organraubs und ;ord an Falun Gong Praktizierenden in China. Nieder mit dem Teufel der kommunistischen Partei Chinas",5,28.03.2027
2023-05-05 00:00:00,19.00,20.00,Schillerstraße,stationär,isarlust e.V.,Kulturlieferdienst,50,22.03.2023
2023-05-05 00:00:00,10.00,19.00,Schützenstraße 1 beim Pini-Haus,stationär,,Gemeinsam den Faschismus besiegen - Unterstützung für die HDP bei den Wahlen in der Türkei,5,30.03.2023
2023-05-05 00:00:00,14:00,15:50,Odeonsplatz - Geschwister-Scholl-Platz,sfV,,"Fridays For Future: change your diet for the climate, eat the rich",100,13.04.2023
2023-05-05 00:00:00,10.00,19.00,Schützenstraße 1 beim Pini-Haus,stationär,,Gemeinsam den Faschismus besiegen - Unterstützung für die HDP bei den Wahlen in der Türkei,5,30.03.2023
2023-05-05 00:00:00,10.00,12.00,Odeonsplatz,stationär,,"Übergabe der Petition: ""Für den Erhalt der Geburtshilfe Neuperlach""",200,30.03.2023
2023-05-05 00:00:00,18.00,19.00,"Neuhauser Straße, vor St. Michaelskirche",stationär,Frauen in Schwarz,Mahnwache der Frauen in Schwarz,ca. 10-21,2023-04-11 00:00:00
2023-05-05 00:00:00,10.30,11.30,Törringstr. (Thail. Generalkonsulat),stationär,Weltkongress der Uiguren,Freiheit für uigurische Geflüchtete in Thailand,20-30,02.05.2023
2023-05-06 00:00:00,11:00,12:00,Dom-Pedro-Straße 19,stationär,DIE LINKE. München - OV West-Mitte,10 Jahre Dawonia - ein Trauerspiel der Privatisierung,25,21.04.2023
2023-05-06 00:00:00,11:00,13:00,Viktoriaplatz,stationär,,"Gründung eines Nachbarschaftsviertels in Schwabing nach dem Modell ""Superblock""",12-15,20.04.2023
2023-05-06 00:00:00,10.30,13.15,Olympia Busparkplatz Eisstadion bis St. Matthäus Kirche Lindwurmstraße,sfv,Evang. Motorradfreunde St. Matthäus,Bundesweiter Tag der MotorradfahrerInnen,400,2022-10-19 00:00:00
2023-05-06 00:00:00,14.00,16.00,Max-Joseph-Platz,stationär,,"Das ""Wir gemeinsam Bündnis"" meldet an, zum Thema: ""Wir wollen leben""",300,25.11.2022
2023-05-06 00:00:00,14.00,16.30,Sendlinger Str. 8,stationär,,"Bilder von unschuldigen Menschen aus dem Iran, die durch das Regime der islamischen Republik ermordet wurden",12-15,14.12.2022
2023-05-06 00:00:00,14.00,18.00,Wittelsbacherplatz?,stationär,Evang. Christus Gemeinde e.V.,Freiheit in der Zukunftige welt,15,08.02.2023
2023-05-06 00:00:00,14.00,16.15,Bavariastraße - Karlsburger Straße,Autokorso,,"Frieden schaffen ohne Waffen - Aufarbeitung der Coronamaßnahmen - gegen politische Willkür und korrupte Verflechtungen im Amt - gegen die Abschaffung des Diesel- und Verbrennermotoren - für die Erhaltung des Bargelds, keine zwangsfinanzierte Medienpropaga",30 KFZ,01.05.2023
2023-05-06 00:00:00,12.30,18.00,Münchner Freiheit,stationär,,Info`s auf d`Straß ,30,10.02.2023
2023-05-06 00:00:00,19.00,22.30,Karlsplatz ,stationär,,Gemeinsam gegen den Krieg,400,19.03.2023
2023-05-06 00:00:00,17.15,20.15,"Neuhauser Straße 2, Höhe Jagdt- und Fischereimuseum",stationär,,Activists for the Victims,5-20,28.02.2023
2023-05-06 00:00:00,12:10,16:00,Karlsplatz,stationär,,Beendigung der Verfolgung und des Organraubs an Falun Gong Praktizierenden in China,30,27.03.2023
2023-05-06 00:00:00,10.00,11.00,Diefenbachstraße,stationär,isarlust e.V.,Kulturlieferdienst,50,22.03.2023
2023-05-06 00:00:00,14.00,18.00,Am Harras,stationär,,"Christenverfolgung, christliche Werte",10-20,23.04.2023
2023-05-06 00:00:00,10.00,16.00,Rindermarkt,stationär,Alternative für Deutschland,Tag der offenen Tür - vor der Rathaustür - Bürgernahe Politik für München,30,24.04.2023
2023-05-06 00:00:00,14.00,15.00,Europaplatz,stationär,,Putins Geiseln! Freiheit für Alexei Navalny! Freiheit für alle politischen Gefangenen! Wir forder: die sofortige Freilasung von Alexey Navalny und aller politischen Gefangenen. Wir fordern: die Anerkennung des PUTIN-REGIMES ALS TERRORISTISCHES,5,02.05.2023
2023-05-06 00:00:00,13.30,14.30,Mühlbaurstr. / Richard-Strauss-Str. (Böhmerwaldplatz),stationär,isarlust e.V.,Kulturlieferdienst,50,02.05.2023
2023-05-07 00:00:00,15:00,17:00,Odeonsplatz - Theresienwiese,sfV,ADFC München,"Kidical Mass 2023 für mehr Sicherheit im Straßenverkehr für die Kleinsten, Familienfreundliche Fahrradinfrastruktur in München, das Fahrrad als Mobilitätsmittel für die ganze Familie.",500,11.04.2023
2023-05-07 00:00:00,10.00,19.00,Schützenstraße 1 beim Pini-Haus,stationär,,Gemeinsam den Faschismus besiegen - Unterstützung für die HDP bei den Wahlen in der Türkei,5,30.03.2023
2023-05-07 00:00:00,14.00,16.00,Max-Joseph-Platz,stationär,,Mahnwache für Julian Assange,35-40,03.04.2023
2023-05-07 00:00:00,15:00,16:30:00,Sendlinger Str. 19,stationär,Diözesanes Neokatechumenales Zentrum e.V.,"""Im Bewusstsein seiner Verantwortung vor Gott und den Menschen …"", Christliche Botschaft als Antwort auf gesellschaftliche und politische Fragen der heutigen Zeit. Die Antwort ist der auferstandene Jesus Christus.",200,2023-04-18 00:00:00
2023-05-07 00:00:00,14.00,17.00,JVA Stadelheim Schwarzenbergstraße bis Schwarzenbergstraße (Höhe Westtor),sfv,,Freiheit für Maximilian Eder. Für die Freilassung Auf die Straße,200,04.05.2023
2023-05-08 00:00:00,18:00,19:30,"Platz der Opfer des Nationalsozialismus, südlich vom Denkmal",stationär,,Damals wie Heute: Organisiert kämpfen gegen den Faschismus! In Erinnerung an den Tag der Befreiung und den antifaschistischen Widerstand!,50,06.04.2023
2023-05-08 00:00:00,18.00,19.00,Marienplatz,stationär,,Weg mit Hatz IV! Nazipropaganda!,20-30,12.12.22
2023-05-08 00:00:00,18.00,19.00,Mangfallplatz,stationär,isarlust e.V.,Kulturlieferdienst,100-120,22.03.2023
2023-05-08 00:00:00,10.00,19.00,Schützenstraße 1 beim Pini-Haus,stationär,,Gemeinsam den Faschismus besiegen - Unterstützung für die HDP bei den Wahlen in der Türkei,5,30.03.2023
2023-05-08 00:00:00,18.00,20.15,MPL bis MPL,sfv,,Spaziergang für den Frieden,15,11.04.2023
2023-05-08 00:00:00,15.00,16.30,Odeonsplatz,stationär,,Diskussion zu aktueller Situation in Palästina,5,01.05.2023
2023-05-09 00:00:00,17.00,20.00,Hofgarten bis Platz der Opfer,sfv,,Das unsterbliche Regiment – Gedenkmarsch,100-200,2022-06-27 00:00:00
2023-05-09 00:00:00,10.00,19.00,Schützenstraße 1 beim Pini-Haus,stationär,,Gemeinsam den Faschismus besiegen - Unterstützung für die HDP bei den Wahlen in der Türkei,5,30.03.2023
2023-05-09 00:00:00,18.00,19.30,Wittelsbacherplatz,stationär,,Gedenken an die Gefallenen der UdsSR des 2. Weltkrieges,60 - 100,28.03.23
2023-05-09 00:00:00,18.15,20.15,Karlsplatz am Tor,stationär,,Activists for the Victims,10-25,26.04.2023
2023-05-10 00:00:00,18.00,22.00,Partnachplatz - Partnachplatz,sfv,München steht auf.de,"Für Frieden - kein Krieg, gewählte Freie unabhängige Medien, Wiederherstellung des Grundgesetzes auf den Stand vor der Pandemie Freie Impfentscheidung, keine Digutale Kontrolle ála China,",500,16.03.2023
2023-05-10 00:00:00,18.00,19.30,Martin-Luther-Str. 11 - Dreimühlenstr. 25,sfv,Greencity e. V.,Baumbegrünung in der Dreimühlenstr.,40,12.04.2023
2023-05-10 00:00:00,19.30,20.30,Marienplatz,stationär,,Die aktuelle Situation in Palästina,5,17.04.2023
2023-05-10 00:00:00,18.00,20.00,Karlsplatz,stationär,,Festnahme von Imran Khan in Pakistan. Politische Ungerechtigkeit. Protest gegen der politischen Situation und Regierungsumwurf/-wechsel im Pakistan.,50-100,10.05.2023
2023-05-11 00:00:00,17:30,19:00,Marienplatz,stationär,,KlimatreffPunkt der Parents for Future,10-20,2023-04-16 00:00:00
2023-05-11 00:00:00,12.45,15.45,"Kistlerhofstr. 60, ggü. Chin. Generalkonsulat",stationär,,"Beendigung der 21 Jahre Folter, Organraubs und ;ord an Falun Gong Praktizierenden in China. Nieder mit dem Teufel der kommunistischen Partei Chinas",5,28.03.2028
2023-05-11 00:00:00,15.00,19.00,Hans-Jochen-Vogel-Platz,stationär,FFF,Klimakrise und Umweltverschmutzung,30,11.04.2023
2023-05-11 00:00:00,17.00,18.00,Residenzstr. 2 (vor Louis Vuitton),stationär,,Anti-Pelz Demonstration LVHM,10,07.05.2023
2023-05-11 00:00:00,18:00,19:00,Paul-Heyse-Straße 2-4 (Münchner Merkur),stationär,,Mahnwache für Multipolare Ausgewogene Staatsferne Medien,2-20,07.05.2023
2023-05-11 00:00:00,18.00,20.00,Marsstr. 43,stationär,München steht auf.de,Motto §5 GG ,20,11.05.2023
2023-05-11 00:00:00,18.30,20.30,Marsstr. 43,stationär,München ist bunt e.V.,München ist bunt und gegen Antisemitismus,50,09.05.2023
2023-05-12 00:00:00,13:00,14:00:00,Marienplatz,stationär,Frauen in Schwarz,Mahnwache der Frauen in Schwarz,offen,2022-12-09 00:00:00
2023-05-12 00:00:00,14.00,15.00,Platz zwischen Schäftlarnstraße und Tierparkstraße Straße,stationär,isarlust e.V.,Kulturlieferdienst,50,22.03.2023
2023-05-12 00:00:00,15.30,17.30,Hohenzollernplatz,stationär,,Aufteilung des Straßenraumes zwischen den verschiedenen Verkehrsteilnehmer*innen,12-15,14.04.2023
2023-05-12 00:00:00,18.00,19.00,"Neuhauser Straße, vor St. Michaelskirche",stationär,Frauen in Schwarz,Mahnwache der Frauen in Schwarz,ca. 10-22,2023-04-11 00:00:00
2023-05-12 00:00:00,14.00,19.00,Rotkreuzplatz,stationär,DIE LINKE Bayern,"Pflegenotstand stoppen, Menschen vor Profit",15,24.04.2023
2023-05-12 00:00:00,17.00,19.00,Tumblingerstr. 29 - Zenettistr. 12,sfv,,Bürger gegen Barbarei,40,28.04.2023
2023-05-12 00:00:00,14.00,15.00,Leopoldstr. 53,stationär,Greenpeace München,Protest gegen Greenwashing der Deutschen Bank-Tochter DWA,2,08.05.2023
2023-05-12 00:00:00,15.00,18.00,Romanplatz - Frank-Schrank-Str. 9,sfv,,Anhörung und Abschiebung von Menschen aus dem Senegal,100,08.05.2023
2023-05-12 00:00:00,17.00,18.00,Kusocinskidamm Brücke über Mittlerer Ring,stationär,,Aktuelle Situation in Palästina,5,08.05.2023
2023-05-12 00:00:00,11:45,12:45,Heiglhofstr. - Heiglhofstr.,sfV,,Transparenz und Mitbestimmung für die Schulfamilie der Montessorischule,100-150,09.05.2023
2023-05-12 00:00:00,15.00,18.00,Franz-Schrank-Str. 9,stationär,Bayerischer Flüchtlingsrat,Gegen Abschiebungen und Identifikation in den Senegal,50,10.05.2023
2023-05-13 00:00:00,13.00,14.00,Karlsplatz/Stachus,stationär,,Versammlung zur Aufnahme von Dyskalkulie,50,2023-01-16 00:00:00
2023-05-13 00:00:00,12.30,18.00,Am Harras,stationär,,Info`s auf d`Straß ,30,10.02.2023
2023-05-13 00:00:00,14.00,18.00,Max-Joseph-Platz bis Max-Joseph-Platz,sfv,,"Frieden jetzt, Gegen Waffenlieferungen, Gegen sinnlose Sanktionen…",200,20.03.2023
2023-05-13 00:00:00,17.15,20.15,"Neuhauser Straße 2, Höhe Jagdt- und Fischereimuseum",stationär,,Activists for the Victims,5-20,28.02.2023
2023-05-13 00:00:00,12:45,17:45,Marienplatz,stationär,,Beendigung der Verfolgung und des Organraubs an Falun Gong Praktizierenden in China,60,27.03.2023
2023-05-13 00:00:00,14.00,20.00,Königsplatz bis Königsplatz,sfv,Piratenpartei Deutschland,Legalisierung von Cannabis,200-400,29.03.2023
2023-05-13 00:00:00,14.00,noch offen,Theresienwiese bis Theresienwiese,sfv,,Nein zu Dieselfahrverboten Nein zur Abschaffung von Verbrennermotoren Erhaltung der Individualmobilität,200 KFZ aller Art,28.03.2023
2023-05-13 00:00:00,17.20,17.20,Mariahilfplatz - Entenbachstr. 37,sfv,LHM Kulturreferat ,Hands up ,120,12.04.2023
2023-05-13 00:00:00,14.00,18.00,Rotkreuzplatz,stationär,,"Christenverfolgung, christliche Werte",10-20,23.12.2023
2023-05-13 00:00:00,14.00,16.00,Rindermarkt,stationär,MSA,1. weltweiter Gedenktag zur Würdigung der Impfgeschädigten,20,25.04.2023
2023-05-13 00:00:00,17:45,20:45,Willy-Brandt-Platz,stationär,,Active Love: Frieden anstatt Extremismus,10,28.04.2023
2023-05-13 00:00:00,14.30,17.00,Mauerkircherstr. 59 ggü. Iranisches Konsulat,stationär,,"Protest gegen Menschenrechtverletzungen im Iran, aktuelle Ermordung von Regime-Gegnern",50,12.05.2023
2023-05-13 00:00:00,15.30,20.00,Karlsplatz,stationär,Pax Europa e.V.,Aufklärung über politischen Islam,40,28.052023
2023-05-13 00:00:00,15.00,18.00,Sendlinger-Tor-Platz,stationär,,Festnahme von Imran Khan in Pakistan. Politische Ungerechtigkeit. Protest gegen der politischen Situation und Regierungsumwurf/-wechsel im Pakistan.,100-150,10.05.2023
2023-05-14 00:00:00,16.00,18.00,Rindermarkt,stationär,,"Diese Versammlung ist eine Demonstration gegen die Israelischre Regierung, und die undemokratischen Aktionen, die sie verfahrt.",20,08.05.2023
2023-05-14 00:00:00,17.00,19.00,Platz der Freiheit,stationär,CSU BV München,Kranzniederlegung zur Befreiung des KZ Dachau und Ende des zweiten Weltkriegs,15,31.03.2023
2023-05-14 00:00:00,14:00,15:00:00,Marienplatz,stationär,,Omas gegen Rechts - Deutschlandbündnis verteidigt die Demokratie,50,2023-02-07 00:00:00
2023-05-14 00:00:00,17.20,17.20,Mariahilfplatz - Entenbachstr. 37,sfv,LHM Kulturreferat ,Hands up ,120,12.04.2023
2023-05-14 00:00:00,14.00,15.00,Franz-Marc-Str. Borstei,stationär,isarlust e.V.,Kulturlieferdienst,50,02.05.2023
2023-05-14 00:00:00,13.00,16.30,Rindermarkt - Karl-Stützel-Platz,sfv,,Gedenken an die Opfer der palästinensischen Nabka vor 75 Jahren,50,08.05.2023
2023-05-14 00:00:00,19.30,21.30,Karlsplatz,stationär,,Wahlen in der Türkei - Weg mit dem Erdogan-Regime,50,11.05.2023
2023-05-15 00:00:00,18:30,21:00,Schwanthalerstr. 76,stationär,,Gegen Verschwörungsideologien und Antisemitismus,30,04.05.2023
2023-05-15 00:00:00,18.00,20.15,MPL bis MPL,sfv,,Spaziergang für den Frieden,15,11.04.2023
2023-05-15 00:00:00,17.20,17.20,Mariahilfplatz - Entenbachstr. 37,sfv,LHM Kulturreferat ,Hands up ,120,12.04.2023
2023-05-15 00:00:00,18.00,19.00,Salvatorplatz 1,stationär,WomenLifeFreedom Munich,Stop Hinrichtungen in Iran,10,09.05.2023
2023-05-16 00:00:00,15.30,16.00,Marienplatz,stationär,"Amt für Ernährung, Landwirtschaft und Forsten",Statt Auto - Grünwald mit dem Fahrrad,25,22.03.2023
2023-05-16 00:00:00,18.15,20.15,Marienplatz,stationär,,Activists for the Victims,10-25,26.04.2023
2023-05-16 00:00:00,17.30,19.00,Wasserburger Landstr. 32,stationär,AfD Kreisverband München Ost,"Söder, der Vorreiter grüner, bürgerfeindlicher Politik",10,09.05.2023
2023-05-16 00:00:00,13:30,14:05,Studentenstadt Ungererstr. / Grasmeierstr.,stationär,,Sanierung Studentenstadt Freimann,10,15.05.2023
2023-05-16 00:00:00,10.45,14.00,Karl-Stützel-Platz - THW,sfv,Eisenbahn- und Verkehrsgewerkschaft (EVG),Demonstration und Kundgebung zum Warnstreik der Eisenbahn- und Verkehrsgewerkschaft (EVG),1000,09.05.2023
2023-05-17 00:00:00,19.30,21.00,Müllerstraße bis Sub e.V.,sfv,Sub e.V.,"IDAHOBI*T - Internatinal day against Homo-, Bi-, Inter* an Trans*phobia",500,09.03.2023
2023-05-17 00:00:00,18.00,22.00,Karlsplatz - Karlsplatz,sfv,München steht auf.de,"Freie Rede, Freie Meinungsäußerung, keine Durchgriffsrechte der WHO ohne Absegnung durch den Souverän Free Assange - wo bleit die Solidarität der Journalisten. Freie Impfentscheidung, keine Digitale Kontrolle a la China",500,09.05.2023
2023-05-17 00:00:00,19.30,20.30,Marienplatz oder Sendlinger Str. 8,stationär,,Die aktuelle Situation in Palästina,5,17.04.2023
2023-05-17 00:00:00,19.30,21.15,Marienplatz bis Maxmonument,sfv,CSD MünchenGmbH,"IDAHOBI*T - Internatinal day against Homo-, Bi-, Inter* an Trans*phobia Motto: Queerer Aktionsplan Bayern jetzt!",1000,26.04.2023
2023-05-17 00:00:00,17.00,18.00,Wiener Platz,stationär,Macht-Frieden.org,Macht Frieden und bemüht euch um eine diplomatische Lösung anstatt weiter zu eskalieren,30-50,15.05.2023
2023-05-17 00:00:00,17.00,18:55,Theresienwiese bis Schneckenplatz,sfv,ADFC München,Ride of Silence,30,12.05.2023
2023-05-18 00:00:00,17:30,19:00,Marienplatz,stationär,,KlimatreffPunkt der Parents for Future,10-20,2023-04-16 00:00:00
2023-05-18 00:00:00,12.45,15.45,"Kistlerhofstr. 60, ggü. Chin. Generalkonsulat",stationär,,"Beendigung der 21 Jahre Folter, Organraubs und ;ord an Falun Gong Praktizierenden in China. Nieder mit dem Teufel der kommunistischen Partei Chinas",5,28.03.2029
2023-05-18 00:00:00,16.00,17.00,Bad-Kreuther-Str. / Krumbadstr.,stationär,isarlust e.V.,Kulturlieferdienst,50,02.05.2023
2023-05-18 00:00:00,18.00,19.00,Hopfenstraße,stationär,,Mahnwache vor dem BR,10-30,09.05.2023
2023-05-18 00:00:00,18:00,19:00,Paul-Heyse-Straße 2-4 (Münchner Merkur),stationär,,Mahnwache für Multipolare Ausgewogene Staatsferne Medien,2-20,15.005.2023
2023-05-18 00:00:00,11.00,20.00,Marienplatz,stationär,Bündnis der Münchner Straßenmusiker e.V.,Music for Peace - Musik für Frieden,10,16.05.2023
2023-05-18 00:00:00,15.00,18.00,Karlsplatz,stationär,,Getötete Menschen in Sri Lanka,50,16.05.2023
2023-05-19 00:00:00,18.00,19.00,"Neuhauser Straße, vor St. Michaelskirche",stationär,Frauen in Schwarz,Mahnwache der Frauen in Schwarz,ca. 10-23,2023-04-11 00:00:00
2023-05-19 00:00:00,18:30,19:30,noch offen,stationär,isarlust e.V.,Kulturlieferdienst,50,15.05.2023
2023-05-20 00:00:00,11:00,13:00,Karlsplatz,stationär,,Aufruf zur Rückkehr zu unseren christlichen Grundwerten,50,09.05.2023
2023-05-20 00:00:00,14:00,16:00,Sendlinger Str. 19,stationär,,Aufruf zur Rückkehr zu unseren christlichen Grundwerten,50,09.05.2023
2023-05-20 00:00:00,15:30,18:00,Rindermarkt,stationär,CVJM München e.V.,Christliche Werte in der Gesellschaft - Stärkung der christlichen Wurzeln,80,29.03.2023
2023-05-20 00:00:00,12:45,17:45,Sendlinger Str. 8,stationär,,Beendigung der Verfolgung und des Organraubs an Falun Gong Praktizierenden in China,30,27.03.2023
2023-05-20 00:00:00,,,"Olympia(berg) Spiridon-Louis-Ring/Martin-Luther-Kind-Weg, Rudolf-Harbig-Weg, Sommer-Tollwood Gelände",stationär,BayerischerBauernVerband,Schützt die Weidewirtschaft,,2023-01-10 00:00:00
2023-05-20 00:00:00,12.30,18.00,Am Harras,stationär,,Info`s auf d`Straß ,30,10.02.2023
2023-05-20 00:00:00,15.00,18.00,Marienplatz ,stationär,,Gemeinsam gegen den Krieg,2000,19.03.2023
2023-05-20 00:00:00,17.15,20.15,"Neuhauser Straße 2, Höhe Jagdt- und Fischereimuseum",stationär,,Activists for the Victims,5-20,28.02.2023
2023-05-20 00:00:00,18.00,21.00,Karlsplatz bis Karlsplatz,sfv,,Mahsa Amini,500-600,05.04.2023
2023-05-20 00:00:00,08.15,12.30,Marienplatz,stationär,Schizophrenie und Paranoia Bündnis - gemeinsam gegen Stigma,Entstigmatisierung der Erkrankung Schizophrenie im Hinblick auf den Tag Schizophrenie am 24.5.,10,09.05.2023
2023-05-20 00:00:00,14.00,16.00,Bavariastraße - P&R Studentenstadt,Autokorso,,Frieden schaffen ohne Waffen - Erhalt des Bargelds - Keine zwangsfinanzierte Medienpropaganda,50 Personen in ca. 25 KFZ,
2023-05-20 00:00:00,10.00,11.00,Wensauer Platz,stationär,isarlust e.V.,Kulturlieferdienst,50,15.05.2023
2023-05-20 00:00:00,14.00,16.00,"Reiterdenkmal Ludwig I, OPL, öffentliche Gehwegfläche entlang der Ludwigstraße bis Geschwister-Scholl-Platz",sfv,Women life Freedom Munich,Menschenkette Protest gegen Hinrichtung in Iran,200,15.05.2023
2023-05-21 00:00:00,18:00,20:30,Hans-Jochen-Vogel-Platz,stationär,München ist bunt!,Gegen jeden Antisemitismus!,100,18.04.2023
2023-05-21 00:00:00,18.00,20.00,Olympiahalle,stationär,,Unterstützen Sänger Roger Waters,5-10,15.05.2023
2023-05-21 00:00:00,18.00,20.00,Brundageplatz,stationär,Free Assange Gruppe München ,Solidarität für Julian Assange und für die Freie Presse und Freie Meinung anlässlich des Konzerts von Roger Waters in der Olympiahalle.  ,10-15,10.05.2023
2023-05-21 00:00:00,15:30,18:00,Rindermarkt,stationär,CVJM München e.V.,Christliche Werte in der Gesellschaft - Stärkung der christlichen Wurzeln,80,29.03.2023
2023-05-21 00:00:00,13.00,14.00,noch offen,stationär,isarlust e.V.,Kulturlieferdienst,50,22.03.2023
2023-05-21 00:00:00,12.00,17.00,Marienplatz,stationär,,Meinungs- und Kunstfreiheit veranstaltet durch die Macht Frieden Bündnis,50,19.04.2023
