2021,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
,,,,,,,
Datum Versammlung,Versammlungsbeginn,Versammlungsende,Örtlichkeit (ink. AKG + SKG),Stationär / sfv,Organisation,Thema,TN-Zahl
2021-01-01 00:00:00,16.00,17.00,Neuhauser Str. 14,stationär,Gemeinschaft Sant Egidio,Weltfriedenstag,100
2021-01-01 00:00:00,16.30,19.00,Ludwigstr.  ,stationär,,Für Wahrheit / Für Klarheit,500
2021-01-03 00:00:00,14.30,16.00,Professor-Huber-Platz,stationär,,Mahnwache für Julian Assange,7-25
2021-01-04 00:00:00,12.00,16.00,Pasinger Bahnhofplatz,stationär,Falun Gong,Falun Gong,20
2021-01-04 00:00:00,18.00,20.00,Marienplatz,stationär,,Weg mit Hartz IV,20-30
2021-01-06 00:00:00,14.00,16.00,Marienplatz,stationär,,Freiheitsversammlung,200
2021-01-06 00:00:00,16.00,19.00,Karlsplatz/Stachus,stationär,,Für Wahrheit Für Klarheit Für Frieden,60
2021-01-06 00:00:00,13.00,14.00,Heimeranstr. 31,stationär,,Wir fordern die Aufklärung der Morde an Sakine Cansiz. Fidan Dogan und Leyla Saylemez,10
2021-01-07 00:00:00,18.30,19.30,Schillerstr. 11A,stationär,,Gedenkkundgebung Anschlag Club Liverpool,60
2021-01-07 00:00:00,13:15:00,16:15:00,Kistlerhofstraße 60,stationär,Falun Gong,Falun Gong,5
2021-01-07 00:00:00,17.00,19.00,Odeonspl.,stationär,,Gegen Coronamaßnahmen,10
2021-01-08 00:00:00,13.00,14.00,Marienplatz,stationär,,"Für einen gerechten Frieden im Nahen Osten, Schluß mit der Besatzung",10-15
2021-01-08 00:00:00,17.00,19.00,Marienplatz,stationär,,Demokratie leben,50-80
2021-01-09 00:00:00,16.00,18.00,Schlierseestraße 19-25,stationär,,Feuer und Flamme,200
2021-01-09 00:00:00,12.00,16.00,Pasinger Bahnhofplatz,stationär,Falun Gong,Beendigung der Verfolgung,25
2021-01-09 00:00:00,14.00,17.00,Lottlisa-Behling-Weg bis Theresienwiese,sfv,,Autokorso gegen den Lockdown,200  in 120 KFZ
2021-01-10 00:00:00,12.00,14.00,Rosa-Luxemburg-Platz,stationär,DKP München,Gedenken an die Ermordung von Karl Liebknecht und Rosa Luxemburg am 15.01.1919,30
2021-01-11 00:00:00,10.30,11.30,Mariahilfplatz,stationär,Greenpeace München,„wir-haben-es-satt“,30
2021-01-11 00:00:00,11.00,12.00,Prinz-Eugen-Park,stationär,,Baum- und Klimaschutz,100
2021-01-11 00:00:00,18.30,20.00,Nußbaumstr. 1 – Karlsplatz,sfv,,"Spaziergang für den Frieden, die Freiheit sowie die sofortige Beendigung aller Maßnahmen",100
2021-01-11 00:00:00,12.00,16.00,Pasinger Bahnhofplatz,stationär,Falun Gong,Organraum an Falun Gong Prakt.,25
2021-01-12 00:00:00,14.00,16.00,Neuhauser Str. 20,stationär,,Diabetik führt zum Frieden,3
2021-01-13 00:00:00,19:00:00,20.00,Marienplatz,stationär,,beschränkte Grundrechte,10
2021-01-13 00:00:00,18:00:00,21:00:00,Oberanger 44,stationär,,Parteigründung,12
2021-01-13 00:00:00,07:30:00,08:00:00,Hochstraße 29 u. 31,stationär,,Verkehrssituation für Grundschulkinder,3-10
2021-01-14 00:00:00,13:15:00,16:15:00,Kistlerhofstraße 60,stationär,Falun Gong,Falun Gong,5
2021-01-15 00:00:00,16.00,17.00,Bunzlauer Str.,stationär,Isarlust e.V.,Kulturlieferdienst,120-150
2021-01-15 00:00:00,17.00,19.00,Marienplatz,stationär,,Demokratie leben,50
2021-01-16 00:00:00,15.00,21.00,Karlsplatz,stationär,,Menschen auf der Flucht an Außengrenzen,10
2021-01-16 00:00:00,18.00,19.45,Zita-Zehler-Platz – Blumenstr. 22,sfv,,"Jung, Brutal, Ausgebeutet",100
2021-01-16 00:00:00,12.30,14.30,PASINGER Rathausplatz,stationär,Isarlust e.V.,Kulturlieferdienst,120-150
2021-01-16 00:00:00,15:30:00,16:30:00,Brucknerstr. Zwischen Prinzregenten- und Zaubzerstr.,stationär,Isarlust e.V.,Kulturlieferdienst,120-150
2021-01-16 00:00:00,14:00:00,17:00:00,Lottlisa-Behling-Weg bis Theresienwiese,sfv (Autokorso),,Kein Impfzwang,200  in 120 KFZ
2021-01-16 00:00:00,14.00,16.00,Odeonspl.,stationär,,Region Tigray,offen
2021-01-16 00:00:00,16.30,19.00,Marienplatz,stationär,,Für Freiheit für Klarheit Für Frieden,70
2021-01-16 00:00:00,11.00,13.00,Weißenburger Str. zwischen Rosenheimer und Weißenburger Pl.,stationär,DKP München,Mehr Personal in den Krankenhäusern,5
2021-01-16 00:00:00,12.00,13.00,Max-Joseph-Platz,stationär,,Rektor Uni Türkei,40
2021-01-16 00:00:00,12.00,16.00,Pasinger Bahnhofsplatz,stationär,Falun Gong,Beendigung der Verfolgung,25
2021-01-16 00:00:00,14.30,15.45,Professor-Huber-Platz,stationär,,Mahnwache für Julian Assange,10 – 25
2021-01-16 00:00:00,14.00,15.00,Karlsplatz,stationär,,Politische Gefangene,25
2021-01-16 00:00:00,12.00,14.00,Odeonsplatz vor der Feldherrnhalle,stationär,,Elterninitiative Abi-fair,200
2021-01-16 00:00:00,12.00,15.00,Karlsplatz – Brienner Str. 20,sfv,Revolutionäre Front Abteilung München,Protest gegen den Polizei-Überfall auf die LL-Demonstration,100
2021-01-16 00:00:00,12.00,16.00,Pasinger Bahnhofplatz,stationär,Falun Gong,Gegen Organraub,25
2021-01-17 00:00:00,15.00,16.00,Konstanze-Vernonstr.,stationär,Isarlust e.V.,Kulturlieferdienst,120-150
2021-01-17 00:00:00,11.00,18.00,Karlsplatz – Sapporobogen 6 – 8,sfv,,Streiken! Besetzen! Enteignen! Gemeinsam auf die Straße für eine solidarische Antwort auf die Corona Krise,200
2021-01-17 00:00:00,16.00,19.00,Sapporobogen 6-8,indoor,,Gesundheit,70
2021-01-18 00:00:00,17.00,19.30,Marienplatz,stationär,,Freiheitsrechte,191
2021-01-19 00:00:00,15.00,16.00,Landsberger Straße 486,stationär,,Kinderrechte,100
2021-01-20 00:00:00,18.30,21.00,"Züricher Str. 35, Bürgersaal Fürstenried",stationär,Die Linke KV München,Aufstellungsversammlung zur Bundestagswahl 2021,35
2021-01-20 00:00:00,12.00,16.00,Pasinger Bahnhofplatz,stationär,Falun Gong,Falun Gong,25
2021-01-21 00:00:00,13:15:00,16:15:00,Kistlerhofstraße 60,stationär,Falun Gong,Falun Gong,5
2021-01-21 00:00:00,09.30,10.30,Max-Joseph-Str. 5,stationär,IG Metall,Zukunft sichern – Tarifrunde 2021,30-40
2021-01-22 00:00:00,13.00,14.00,Sendlinger Str. 8,stationär,,"Für einen gerechten Frieden im Nahen Osten, Schluß mit der Besatzung",10-15
2021-01-22 00:00:00,12.00,17.30,Englischer Garten,stationär,,Kunst ist auch systemrelevant,1
2021-01-22 00:00:00,17.00,19.00,Mariahilfplatz,stationär,,Demokratie leben,50
2021-01-23 00:00:00,14.00,15.00,Marienplatz,stationär,Münchner Friedensbündnis,Ratifizierung des Atomwaffensperrvertrages,ca. 50-100
2021-01-23 00:00:00,10.00,15.00,Rotkreuzplatz?,stationär,DKP,Bundestagswahl 2021,15
2021-01-23 00:00:00,13.00,14.00,Kufsteiner Platz,stationär,Isarlust e.V.,Kulturlieferdienst,120-150
2021-01-23 00:00:00,14.00,15.00,Tittmoninger Str.,stationär,Isarlust e.V.,Kulturlieferdienst,120-150
2021-01-23 00:00:00,14.00,15:40:00,Lottlisa-Behling-Weg bis Theresienwiese,Autokorso,,gegen Lockdown,200 Teilnehmer in 100KFZ
2021-01-23 00:00:00,16.30,19.00,Karlsplatz/Stachus,stationär,,Für Frieden für Wahrheit Für Klarheit,200
2021-01-23 00:00:00,10.00,15.00,Odeonspl.,stationär,,Unterstützung des Politikers Alexej Newalny,200
2021-01-23 00:00:00,10.00,15.00,Europaplatz,stationär,,Unterstützung für Poltiker Alexei Newalny,100
2021-01-24 00:00:00,13.00,14.00,Schneeglöckchenstr. zw. Pappelalle und Skabiosenstr.,stationär,,Kulturlieferdienst,120-150
2021-01-24 00:00:00,18.00,22.00,Ludwigstr – Luwigstr. (Strecke noch offen),sfv,,"Wir fordern, dass der 10. Senat des BayVGH vor dem int. Strafgerichtshof in Den Haag angeklagt wird.",1000
2021-01-25 00:00:00,17.00,19.30,Marienplatz,stationär,,Freiheitsrechte,191
2021-01-25 00:00:00,10.00,13.00,St.-Pauls-Pl. - St.-Pauls-Pl.,sfv,Helfer Deutschland e.V.,Gebet für von vorgeburtlicher Tötung bedrohte Menschen,20-25
2021-01-26 00:00:00,14.00,17.00,Karlsplatz,stationär,Scientology Kirche Bayern e.V.,Schlimme Sitaution,20
2021-01-27 00:00:00,14.00,16.00,Herzog-Max-Str./Ecke Maxburgstr.,stationär,geraubte Kinder – vergessene Opfer,NS-Opfergruppe fordert Entschädigung,20-40
2021-01-27 00:00:00,13.00,17.00,Karlsplatz,stationär,KVPM Deutschland e.V.,Mahnwache – Zum Gedenken an die Opfer des Holocaust,5
2021-01-27 00:00:00,15:30:00,16:30:00,Brienner Straße 11,stationär,Vereinigung der Verfolgten des Naziregimes,75 Jahre Befreiung Auschwitz,8-10
2021-01-27 00:00:00,08.00,09.00,Stiglmaierpl. / Nymphenburger Str. 2,stationär,,"Verhinderung der IAA, Mobilitätswende, Klimaschutz, Umweltschutz",15
2021-01-28 00:00:00,13:15:00,16:15:00,Kistlerhofstraße 60,stationär,Falun Gong,Falun Gong,5
2021-01-28 00:00:00,12.00,16.00,Odeonsplatz  ,stationär,Tigray Development Association München,Äthiopische und eritrische Regierung,200
2021-01-29 00:00:00,16.00,17.00,Lamontstr./zwischen Holbein- und Kopernikusstr.,stationär,Isarlust e.V.,Kulturlieferdienst,120-150
2021-01-29 00:00:00,16.00,17.00,Wensauerpl. Zwischen Oselstr. Und Fritz-Reuter-Str.,stationär,,Kulturlieferdienst,120-150
2021-01-29 00:00:00,11.00,12.00,Marienplatz,stationär,,Bündnisaktion Fossil Free,50
2021-01-29 00:00:00,19:00:00,20.30,"Kulturzentrum Trudering, Wasserburger Landstraße 32",indoor,CSU Perlach,Aufstellung Wahlkreiskandidaten,Max. 20
2021-01-29 00:00:00,14.30,18.30,Marienplatz,stationär,ARIWA,Tierschutz,10
2021-01-29 00:00:00,16:30:00,16:55:00,Knorrstr bis Oberhoferpl,sfv,,Entlassungen Kurzarbeit,4-8
2021-01-29 00:00:00,16:30:00,16:55:00,Oberhoferplatz 4,stationär,,Kurzarbeit,4-8
2021-01-29 00:00:00,17:00:00,17:30:00,Oberhoferpltz Schmalkaldenerstr,stationär,,Kurzarbeit,4-8
2021-01-30 00:00:00,13.00,14.00,Rothuberweg zw. Truderinger u. Kurzhuberstr.,stationär,,Kulturlieferdienst,120-150
2021-01-30 00:00:00,10.00,15.00,Rotkreuzplatz,stationär,DKP,Bundestagswahl 2021,15
2021-01-30 00:00:00,10.00,19.00,"Saal der Schützenlisl II, Englschalkinger Straße 208",indoor,"CSU, Kreisverband Bogenhausen / Berg am Laim",Aufstellung Wahlkreiskandidaten,34
2021-01-30 00:00:00,16.30,19.00,Marienplatz,stationär,,Für Warheit Für Klarheit,200
2021-01-30 00:00:00,13.00,16.00,"Willy Brandt Platz 5, Riem Arcaden",stationär,,Fuer Frieden und Freiheit,200
2021-01-30 00:00:00,14.00,16.30,Spiridon-Louis-Ring bis Theresienwiese,sfv,,Autokorso gegen den Lockdown,200 in 100 KFZ
2021-01-30 00:00:00,06.00,24.00,"Muffathalle, Zellstraße 4",indoor,DIE LINKE München,Aufstellungsversammlung,100
2021-01-30 00:00:00,14.00,16.00,Max-Joseph-Platz,stationär,,Freiheitsversammlung,200
2021-01-30 00:00:00,10.00,14.00,Marienplatz,stationär,Scientology Kirche Bayern e.V.,Schlimme Sitaution,20
2021-01-30 00:00:00,12.00,16.00,Pasinger Bahnhofplatz,stationär,,Falun Gong,25
2021-01-30 00:00:00,11.00,11.30,Osterwaldstr. 150,stationär,CSU Ortsverband Nordschwabing,Aufstellung Wahlkreiskandidaten,20-25
2021-01-31 00:00:00,15.00,16.00,Reichenbachbrücke Ecke Auenstr.,stationär,Parents4Future München,Mahnwache für den Klimaschutz,8-12
2021-01-31 00:00:00,15.00,18.00,Odeonspl.,stationär,,Verletzung und Missachtung in Uganda,200
2021-01-31 00:00:00,11.00,17.00,Marienplatz,stationär,,Friseure wieder auf,30
2021-01-31 00:00:00,11.00,14.00,Max-Joseph-Platz,stationär,,Unterstützung des Politikers Alexej Newalny,200
2021-01-31 00:00:00,13.00,14.00,Rolandseckstr. Zwischen Holzapfelkreuther Str. und Windeckstr.,stationär,Isarlust e.V.,Kulturlieferdienst,120-150
2021-01-31 00:00:00,18.00,22.00,Ludwigstr – Luwigstr. (Strecke noch offen),sfv,,"Mein Ziel ist es, dass die jeweils Verantwortlichen (insbesondere der 10. Senat des bay. VGH, der 13. Kammer des Münchner VG sowie des KVR München) …",500
2021-01-31 00:00:00,17.30,18.30,Europaplatz,stationär,Amnesty International,Mahnwache zu Menschenrechten in Russland,4-10
2021-02-01 00:00:00,18.00,20.00,Marienplatz,stationär,,Weg mit Hartz IV,20-30
2021-02-01 00:00:00,17.00,19.30,Max-Joseph-Platz,stationär,,Freiheitsrechte,191
2021-02-01 00:00:00,16.00,18.30,Gärtnerplatz bis Gärtnerplatz,sfv,Kreiskulturverein,Maskenbefreiung für Kinder,400
2021-02-02 00:00:00,08.00,09.30,Bob-van-Benthem-Pl. 1,stationär,,Animal Rebellion,6-15
2021-02-02 00:00:00,12.00,14.00,Europaplatz,stationär,,Unterstützung des Politikers Alexej Newalny,50
2021-02-03 00:00:00,16.00,17.00,Menzinger Str. ggü. Hausnr. 3,stationär,,Support for democratic universities,30
2021-02-04 00:00:00,18.30,20.00,"Aula der Nymphenburger Schulen, Sadelerstr. 10",indoor,SPD München West / Mitte,AufstellungsVS,40
2021-02-04 00:00:00,09.00,13.00,Mauerkicrherstraße,stationär,,Iransicher Terror,20
2021-02-04 00:00:00,13.15,16.15,Kistlerhofstraße 60,stationär,,Falun Gong,5
2021-02-04 00:00:00,13.15,17.45,Englischer Garten,stationär,,Kunst/Kultur ist auch systemrelevant,1
2021-02-05 00:00:00,14.00,16.00,Hofmannstraße 60,stationär,Ostturkistanische Union in Europa,Uiguren,40
2021-02-05 00:00:00,17.00,19.00,Marienplatz,stationär,,Demokratie leben,30-50
2021-02-05 00:00:00,12.30,17.45,Englischer Garten,stationär,,Kunst/Kultur ist auch systemrelevant,2
2021-02-05 00:00:00,13.00,17.00,Rotkreuzplatz,stationär,,Corona Info,2 – 4
2021-02-05 00:00:00,14.00,15.00,Wittelsbacherplatz,stationär,FFF,"Klimaschutz, Adani",10
2021-02-05 00:00:00,14.30,15.30,Promenadeplatz,stationär,,Corona-Ausbrüche in Anker-Zentrum,6
2021-02-06 00:00:00,11.00,14.00,Marienplatz,stationär,,Afghanen Rettungsbewegung,100
2021-02-06 00:00:00,16.30,19.00,Marienplatz,stationär,,Für Frieden für Wahrheit Für Klarheit,200
2021-02-06 00:00:00,14.00,16:30:00,Theresienwiese bis Theresienwiese,sfv,,Ende des Lockdown,400 TN in 200 KFZ
2021-02-06 00:00:00,12.00,16.00,Bunzlauer Pl. 7,stationär,Falun Gong,Falun Gong,25
2021-02-06 00:00:00,15.00,16.00,PASINGER Rathausplatz,stationär,,Kinderrechte,100
2021-02-06 00:00:00,12.00,17.45,Englischer Garten,stationär,,Kunst/Kultur ist auch systemrelevant,2
2021-02-06 00:00:00,13.00,14.00,Rolf-Pinegger-Str. Zwischen Brunellenweg Und Terofalstr.,stationär,Isarlust e.V.,Kulturlieferdienst,120-150
2021-02-06 00:00:00,12.00,15.00,Karlsplatz,stationär,,Unterstützung des Politikers Alexej Newalny,200
2021-02-06 00:00:00,14.00,15.30,Odeonsplatz  ,stationär,Kulturverein,Unterstützung der Studenten,60
2021-02-06 00:00:00,10.00,18.00,Pilotystr.,stationär,LSV Bayern,Aktionsprogramm Insektenschutz,50
2021-02-07 00:00:00,12.00,16.00,Karlsplatz/Stachus,stationär,Deutsch-Paktistanischer Kulturverein,Jährlicher Kashmir Solidaritätstag,100
2021-02-07 00:00:00,13.00,16.00,Münchner Freiheit – Reiterdenkmal,sfv,Karawane München,keine Abschiebung nach Afghanistan,100
2021-02-07 00:00:00,15.00,16.00,Reichenbachbrücke Ecke Erhardtstr.,stationär,Parents4Future München,Mahnwache für den Klimaschutz,ca. 8-12
2021-02-07 00:00:00,13.00,15.00,Max-Joseph-Platz,stationär,,Belarus,200
2021-02-07 00:00:00,18.00,22.15,Odeonsplatz-Odeonsplatz,sfv,,Staatliche Coronamaßnahmen,500
2021-02-07 00:00:00,12.00,17.45,Englischer Garten,stationär,,Kunst/Kultur ist auch systemrelevant,2
2021-02-07 00:00:00,10.00,18.00,Pilotystr.,stationär,LSV Bayern,Aktionsprogramm Insektenschutz,50
2021-02-08 00:00:00,,,"Kulturzentrum Trudering, Wasserburger Landstraße 32",indoor,AfD,Bürgerdialog,50
2021-02-08 00:00:00,17.00,19.30,Marienplatz,stationär,,Freiheitsrechte,191
2021-02-08 00:00:00,10.15,12.00,U-Bahn-Station Josephsburg,stationär,AfD-Fraktion im Bay. Landtag,Demokratie bewahren,2-6
2021-02-08 00:00:00,13.00,14.45,U-Bahn-Station Trudering,stationär,AfD-Fraktion im Bay. Landtag,Demokratie bewahren,2-6
2021-02-08 00:00:00,09.00,10.30,Max-Joseph-Str. 5,stationär,IG Metall Bezirksleitung Bayern,Zukunft sichern – Tarifrunde 2021,10
2021-02-08 00:00:00,10.00,18.00,Pilotystr.,stationär,LSV Bayern,Aktionsprogramm Insektenschutz,50
2021-02-08 00:00:00,11.00,11.05,Marienplatz,stationär,,Pressefoto der Stadtratsmitglieder,3
2021-02-09 00:00:00,13.00,17.00,Karlsplatz,stationär,Scientology,Man kann immer etwas tun,20
2021-02-09 00:00:00,12.00,15.00,Max-II-Monument,stationär,,Beautybranche steht auf,200
2021-02-09 00:00:00,10.00,18.00,Pilotystr.,stationär,LSV Bayern,Aktionsprogramm Insektenschutz,50
2021-02-10 00:00:00,10.00,18.00,Pilotystr.,stationär,LSV Bayern,Aktionsprogramm Insektenschutz,50
2021-02-10 00:00:00,14.00,17.00,Hofmannstraße 60,stationär,Myanmar Gesellschaft in München,Myanmar,50
2021-02-10 00:00:00,10.00,13.00,Odeonsplatz – Oberanger,sfv,LSV Bayern,Aktionspapier Insektenschutz,70 TN in 50 Schleppern
2021-02-10 00:00:00,18.00,19.15,Salvatorpl,stationär,,Hochschulgesetz,200
2021-02-11 00:00:00,13.15,16.15,Kistlerhofstraße 60,stationär,,Falun Gong,5
2021-02-11 00:00:00,14.00,15.00,Karlsplatz,stationär,,Türkischer Angriff,15
