Unnamed: 0,Unnamed: 1
Datum,Standort
2020-05-03 00:00:00,
2020-05-06 00:00:00,
2020-05-07 00:00:00,
2020-05-08 00:00:00,
2020-05-08 00:00:00,
2020-05-08 00:00:00,
2020-05-08 00:00:00,
2020-05-09 00:00:00,
2020-05-09 00:00:00,
2020-05-09 00:00:00,
2020-05-10 00:00:00,
2020-05-13 00:00:00,
2020-05-14 00:00:00,
2020-05-14 00:00:00,
2020-05-15 00:00:00,
2020-05-15 00:00:00,
2020-05-16 00:00:00,
2020-05-16 00:00:00,
2020-05-16 00:00:00,
2020-05-16 00:00:00,
2020-05-16 00:00:00,
2020-05-17 00:00:00,
2020-05-18 00:00:00,
2020-05-18 00:00:00,
2020-05-19 00:00:00, 
2020-05-20 00:00:00,
2020-05-22 00:00:00,
2020-05-22 00:00:00,
2020-05-23 00:00:00,
2020-05-23 00:00:00,
2020-05-23 00:00:00,
2020-05-23 00:00:00,
2020-05-24 00:00:00,
2020-05-24 00:00:00,
2020-05-25 00:00:00,
2020-05-27 00:00:00,
2020-05-28 00:00:00,
2020-05-28 00:00:00,
2020-05-28 00:00:00,
2020-05-29 00:00:00,
2020-05-30 00:00:00,
2020-05-30 00:00:00,
2020-06-01 00:00:00,
2020-06-02 00:00:00,
2020-06-04 00:00:00,
2020-06-06 00:00:00,
2020-06-06 00:00:00,
2020-06-06 00:00:00,
2020-06-07 00:00:00,
2020-06-09 00:00:00,
2020-06-11 00:00:00,
2020-06-13 00:00:00,
2020-06-13 00:00:00,
2020-06-13 00:00:00,
2020-06-13 00:00:00,
2020-06-15 00:00:00,
2020-06-19 00:00:00,
2020-06-19 00:00:00,
2020-06-19 00:00:00,
2020-06-20 00:00:00,
2020-06-20 00:00:00,
2020-06-20 00:00:00,
2020-06-20 00:00:00,
2020-06-23 00:00:00,
2020-06-25 00:00:00,
2020-06-26 00:00:00,
2020-06-26 00:00:00,
2020-06-27 00:00:00,
2020-06-27 00:00:00,
2020-06-27 00:00:00,
2020-06-27 00:00:00,
2020-07-03 00:00:00,
2020-07-04 00:00:00,
2020-07-04 00:00:00,
2020-07-05 00:00:00,
2020-07-08 00:00:00,
2020-07-08 00:00:00,
2020-07-11 00:00:00,
2020-07-11 00:00:00,
2020-07-11 00:00:00,
2020-07-18 00:00:00,
2020-07-18 00:00:00,
2020-07-18 00:00:00,
